"pone.0086392.g003.png","Maximum likelihood trees showing phylogenetic comparisons of the amino acid of cytochrome oxidase I (COXI) of arthropods.ML tree of COXI of 3 groups of arthropods which transmit orbiviruses (ticks, mosquitoes and Culicoids). The scale bar represents the number of substitutions per site."
"pone.0012725.g003.png","A comparison of LRR-receptors in stramenopiles.A Species tree of stramenopiles showing the number of LRR-receptor (LR) and LRR-receptor kinase (LRK) encoding genes in each genome. Broad phylogenetic groups are indicated by coloured bars (BA  =  Brown algae). The tree is schematic and based on Burki et al., [35]. B Phylogenetic tree showing LRR-receptor kinases in oomycetes. Bootstrap support scores of 50 or above shown for each branch. Protein IDs (from database sources listed in Table S1) are shown for each taxon."
"pone.0088837.g001.png","Phylogeny of Prochlorococcus and marine Synechococcus with genome sizes and protein-coding gene counts.The phylogenetic relationship of 12 Prochlorococcus and 5 marine Synechococcus is reconstructed from concatenation of 100 conserved protein alignments using a maximum likelihood analysis with Tree-PUZZLE implemented in PHYLIP 3.6a. The branch length is defined as the expected number of amino acid substitutions per site. Support for the internal branches of the quartet puzzling tree topology is shown as a percentage. Genome size and gene count are reported beside each genome."
"pone.0039779.g005.png","Maximum-likelihood phylogenetic tree from analysis of all 16S rRNA gene sequences retrieved from clone library analysis.I. basta sequences from this study indicated by bold font, with the percentage of each library it comprised listed in parenthesis afterwards and * indicates clones isolated from marine sponges. The numbers at the nodes are percentages indicating the levels of bootstrap support based on analysis of 1000 re-sampled data sets. Only values >50% are shown. Scale bar represents 0.1 substitutions per nucleotide position."
"pone.0085131.g006.png","ML phylogenetic analysis of agrB genes from phiCDHM1 and C. difficile strains.Phylogenetic analysis was performed on the agrB genes of phiCDHM1, sequenced C. difficile strains in the NCBI genome db (Oct 2011) and agrB of S. aureus subsp. aureus MRSA252. The translated sequences were aligned with MUSCLE and ML analysis performed using parameters set for the JTT nucleotide substitution model, with invariant rates, using all sites and CNI for Tree Inference and bootstrapped with 500 replicates in MEGAv5.01. Symbols correspond to those shown in Figure 4 and indicate the type of agr locus in which the gene is present (either agr1, agr2 or agr3). Taxa are abbreviated to strain names and number indicates locus type."
"pone.0068607.g004.png","Comparisons of aqua- and orthoreovirus FAST proteins.(A) MAFFT alignment of aquareovirus FAST proteins in Clustal format. Residues conserved among AqRV-A isolates in this figure are colored magenta; residues conserved among AqRV-C and AqRV-G isolates are colored red. (B) MAFFT alignment of orthoreovirus ARV and NBV FAST proteins in Clustal format. Residues conserved among ARV isolates in this figure are colored magenta; residues conserved among ARV isolates are colored red. (C) MAFFT alignment of orthoreovirus BRV, BroV, and RRV FAST proteins in Clustal format. Residues conserved in BroV and RRV are colored red. In A?C, TMDs predicted by TMHMM are background-shaded in gray; polybasic clusters following the TMDs are background-shaded in yellow. (C) Maximum-likelihood (PhyML 3.0) unrooted phylogram of aqua- and orthoreovirus FAST proteins. Program-estimated values for invariant proportion and gamma shape parameter were 0.007 and 3.598, respectively. Branches with support values ?90% are not labeled, and those with support values <50% are collapsed into polytomies. AqRV-A.1 is Scophthalmus maximus reovirus (see Table S1) and AqRV-A.2 is Atlantic salmon reovirus Canada/2009 (GenBank accession no. ACN38055); AqRV-C.1 is Golden shiner reovirus (see Table S1), AqRV-C.2 is Grass carp reovirus 873 (GenBank accession no. AAM92738), and AqRV-C.3 is Channel catfish reovirus 730 (GenBank accession no. ADP05119); ARV.1 is strain 176 (see Table S1), ARV.2 is turkey reovirus strain NC/98 (GenBank accession no. ABL96273), and ARV.3 is Stellar sea lion reovirus (GenBank accession no. AED99910); NBV.1 is Nelson Bay virus (see Table S1), NBV.2 is Pulau virus (GenBank accession no. AAR13231), and NBV.3 is Xi River reovirus (GenBank accession no. ADE40974). For the other viruses shown in this figure, see Table S1."
"pone.0050437.g001.png","Hypothesis of demosponge relationships based on maximum likelihood analysis of seven nuclear housekeeping genes.Topology rooted on three cnidarians and the placozoan Trichoplax. Bootstrap indices (400 replicates) are shown at each node, with those exceeding 70 in bold. New taxa added as part of the PorToL project are indicated in bold; new taxa added from EST/genomics projects are indicated with a single asterisk; and taxa with new identifications after examination of the voucher specimen are marked with two asterisks. Clade names in italics followed by a superscript p have been phylogenetically defined in other studies (see text)."
"pone.0069158.g002.png","Maximum likelihood (ML) algorithm tree based on the amino acid sequences of NOSs.The scale bar represents conversion of branch length to genetic distance between clades (0.1 = 10% genetic distance). The protein sequences used for phylogenetic analysis include: nNOSs from H. sapiens (AAA62405.1), Rattus norvegicus (AAC52782.1), Bos taurus (XP_002694631.2), Gallus gallus (XP_425296.2), Xenopus (Silurana) tropicalis (XP_002938130.1), Xenopus laevis (NP_001079155.1), Cionaintestinalis (XP_002120267.1), iNOSs from H. sapiens (NP_000616.3), R. norvegicus (AAC13747.1), B. Taurus (NP_001070267.1), G. gallus (NP_990292.1), X. tropicalis (XP_002935342.1), Danio rerio (NP_571735.1 and NP_001098407.1), eNOSs from H. sapiens (NP_000594.2), R. norvegicus (NP_068610.1), B. Taurus (NP_851380.2), G. gallus (AFD20677.1), X. tropicalis (ACV74251.1), and NOSs from Branchiostomafloridae (AAQ02989.1), D. melanogaster (AAC46882.1), Daphniamagna (ACQ55298.1 and ACQ55299.1), Scyllaparamamosain (CCC18661.1), Litopenaeusvannamei (ADD63793.1 and BAF73722.1), Lymnaea stagnalis (AAC17487.1 and AAW88577.1), A. californica (AAK83069.1 and AAK92211.3), Sepiaofficinalis (AAS93626.1 and AAS93627.1), Crassostreagigas (EKC33784.1), S. purpuratus (XP_003729305.1)."
"pone.0005758.g002.png","Phylogeny of sxtY and sxtZ.ML phylogenetic trees of (a) sxtY (phosphate uptake regulator) and (b) sxtZ (histidine kinase). These represent the class of saxitoxin-related genes of cyanobacterial origin in which taxa most closely related to the STX+ strains are members of the Nostocaceae. ML bootstrap values (when ≥50%) are indicated at the nodes. The branch lengths are proportional to the number of substitutions per site (see scales in the figure). Cyanobacterial taxa are shown in blue text, non-cyanobacterial prokaryotes in black text, and eukaryotes (Plantae) in green except for the photosynthetic filose amoeba Paulinella chromatophora in red. The trees have been rooted arbitrarily."
"pone.0039370.g025.png","Callibrated phylogenetic hypothesis of ginglymodians interrelationships based on a simplyfied version of the strict consensus tree shown in Figure 17."
"pone.0068503.g001.png","Characterization and sequence analysis of GhMKK1.(A) Multiple amino acid sequence alignment of GhMKK1 (HQ828075) with AtMKK1 (NP_974619), NtMEK1 (CAC24705), LeMKK1 (AAU04433), and PcMKK2 (AAS21304). Identical and similar amino acids are shaded in black, and the docking domain is shaded in grey. The Roman numbers (I-XI) on the bottom indicate conserved subdomains, and a double-head arrow marks the active site motif. The serine and/or threonine residues in the conserved consensus motif, S/TXXXXXS/T, between subdomains VII and VIII of the MAPKKs are underlined, and the conserved consensus motif GXGXXG is boxed. The dots above the sequences represent activating sites, and asterisks indicate substrate specificity. (B) The phylogenetic relationships between GhMKK1 and other plant MAPKK proteins. The neighbor-joining phylogenetic tree was created using Clustal W and MEGA 4.0 software. The numbers above or below the branches indicate the bootstrap values (>50%) from 500 replicates. GhMKK1 is highlighted in grey. Each gene name is followed by its protein ID. The species of origin is indicated by the abbreviation before the gene names: Pc, Petroselinum crispum; Le, Lycopersicon esculentum; Gh, Gossypium hirsutum; At, Arabidopsis thaliana; Os, Oryza sativa; Zm, Zea mays; Nt, Nicotiana tabacum; Ms, Medicago sativa; and Nb, Nicotiana benthamiana. A, B, C, and D indicate the MAPKK group."
